name,category,link,topics,country,region_africa,region_asia,region_easteurope,region_latinamerica,region_westeurope,year_start,year_end,availability,registration,license,file_codebook,file_csv,file_dta,file_sav,file_excel,file_r,file_zip,variable_countryname,variable_year,variable_cow,doi_article,doi_dataset,revised,note
Congress slaveowners,parties and politicians,https://github.com/washingtonpost/data-congress-slaveowners/,"congress, slaves, slaveholder",US,0,0,0,0,1,1789,1972,online,no,,,,,,,,,,,,,,20220112,
CongressData,parties and politicians,https://congress.ippsr.msu.edu/congress/,"congress, congressional districts",US,0,0,0,0,1,1789,2021,online,no,,https://raw.githubusercontent.com/IPPSR/congressData/main/congress_codebook_1.pdf,,,,,,,,year,,,,20220519,
Congressional Scandals,parties and politicians,https://doi.org/10.7910/DVN/BID3QM,"scandal, elections, donors, media coverage, Congress",US,0,0,0,0,1,1979,2018,online,no,,,,,,,,,,,,10.1177/1065912918781044,10.7910/DVN/BID3QM,20210430,
Congressional Whip Count Database,political institutions,https://wmpeople.wm.edu/site/page/clevan/congressionalwhipcountdatabase,whip count,US,0,0,0,0,1,1955,1986,online,no,,https://clevan.people.wm.edu/Whip/Text/LinkingWhipCountstoRollCallVotes.pdf,,,,,,,,,,,,20190903,
Constituency-Level Elections Archive,elections,http://www.electiondataarchive.org/,"elections, seats, turnout",,1,1,1,1,1,1788,2017,online,no,,http://www.electiondataarchive.org/data/releases/clea_20180507_documentation.zip,,,,,,http://www.electiondataarchive.org/data/releases/clea_20180507.zip,ctr_n,yr,,,,20180515,
Constitutional Court of Turkey Justice Decisions Dataset,constitutions,http://www.efetokdemir.com/data.html,"party dissolution, anti-establishment parties, judicialization, representation",TR,0,0,0,0,1,1983,2011,online,no,,,,,,,,,,year,,10.1177/0192512115620196,10.7910/DVN/F8ITEB,20220818,
Contemporary Slavery in Armed Conflict,international relations,https://www.csac.org.uk/dataset/,"armed conflict, child soldiers, contemporary slavery, enslavement, forced labor, forced marriage, human trafficking, modern slavery",,1,1,1,1,1,1989,2016,online,no,,,,https://www.csac.org.uk/wp-content/uploads/2020/10/CSAC.dta,,https://www.csac.org.uk/wp-content/uploads/2022/02/CSAC-2.0.xlsx,,,Country,Year,,10.1177/00223433211065649,,20220731,
Cooperative Congressional Election Study,citizens,https://cces.gov.harvard.edu/,"Political attitudes, voting behavior, political participation, socio-demographic characteristics",US,0,0,0,0,1,2006,2018,online,no,,,,,,,,,,,,,10.7910/DVN/ZSBZ7K,20190321,
Correlates of State Policy,policy,http://ippsr.msu.edu/public-policy/correlates-state-policy,"criminal justice, demographics, alcohol, economy, elections, education, environment, healthcare, gun control, ideology, welfare, transportation",US,0,0,0,0,1,1900,2019,online,no,,https://ippsr.msu.edu/sites/default/files/cspp/codebook_2-6.pdf,https://ippsr.msu.edu/sites/default/files/cspp/correlates2-6.csv,,,,,,,year,,10.1017/spq.2021.17,,20220519,
Correlates of War,international relations,http://www.correlatesofwar.org/,,,1,1,1,1,1,1816,2007,online,no,,,,,,,,,,,,,,20181205,
Corruption Perceptions Index,governance,https://www.transparency.org/research/cpi/,corruption,,1,1,1,1,1,1995,2021,online,no,,,,,,,,https://images.transparencycdn.org/images/CPI-2021-Full-Data-Set.zip,Country / Territory,,,,,20220819,
Counter Trafficking Data Collaborative,international relations,https://www.ctdatacollaborative.org/global-dataset-0,"human trafficking, victims",,1,1,1,1,1,2002,2019,online,no,,https://www.ctdatacollaborative.org/sites/default/files/CTDC%20codebook%20v6_0.pdf,https://www.ctdatacollaborative.org/sites/default/files/The%20Global%20Dataset%2014%20Apr%202020.csv,,,,,,,yearOfRegistration,,,,20220819,
Countries' Agri-Environmental Policies Database,policy,https://doi.org/10.5281/zenodo.10421761,"sustainable agriculture, land use, ecosystem conservation, pesticides, fertilizer, forests, soils, biodiversity, payment schemes, legislation, regulations, laws",,1,1,1,1,1,1960,2022,online,no,CC-BY-4.0,,,,,,,,Country,Year1,,10.1038/s43016-024-00945-8,10.5281/zenodo.10421761,20240327,
Coup D'état Project,international relations,https://clinecenter.illinois.edu/project/research-themes/democracy-and-development/coup-detat-project-cdp,"coup d'état, event data",,1,1,1,1,1,1945,2019,online,no,,,,,,,,,country,year,cowcode,,,20201202,
Coups in the World,international relations,http://www.jonathanmpowell.com/coup-detat-dataset.html,"civil wars, coup d’état",,1,1,1,1,1,1950,2010,online,no,,http://www.uky.edu/~clthyn2/coup_data/Codebook.pdf,,,,,,,country,year,,10.1177/0022343310397436,,20180523,
Court of Justice of the European Union Database,political institutions,https://www.iuropa.pol.gu.se/cjeu-database/cjeu-database-platform,"judicial behavior, judicial independence, international courts",,0,0,1,0,1,1952,2022,online,no,,,,,,,,,,,,10.1017/jlc.2022.3,,20230131,
COVID-19 Economic Stimulus Index,economics,http://web.boun.edu.tr/elgin/COVID.htm,"COVID-19, fiscal policy, monetary policy, balance of payments, pandemic",,1,1,1,1,1,2020,2020,online,no,,http://web.boun.edu.tr/elgin/COVID_19.pdf,,http://web.boun.edu.tr/elgin/public_data.dta,,http://web.boun.edu.tr/elgin/public_data.xlsx,,,country,,,,,20200406,
COVID-19 vaccine policies,policy,https://github.com/OxCGRT/covid-policy-tracker,"government policy, coronavirus, stringency",,1,1,1,1,1,2020,2023,online,no,,,https://github.com/OxCGRT/covid-policy-tracker/raw/master/data/OxCGRT_vaccines_full.csv,,,,,,CountryName,,,10.1038/s41562-023-01615-8,,20230708,
Cross-Cutting Cleavage Dataset,international relations,https://sites.google.com/site/joelsawatselway/CROSS-CUTTING-CLEAVAGES-DATA,"ethnic diversity, crosscutting cleavages, economic growth, social structure, ethnic fractionalization",,1,1,1,1,1,2014,2014,online,no,,,https://sites.google.com/site/joelsawatselway/CROSS-CUTTING-CLEAVAGES-DATA/Aug%202014%20155%20Country%20Dataset.csv,https://sites.google.com/site/joelsawatselway/CROSS-CUTTING-CLEAVAGES-DATA/Aug%202014%20155%20Country%20Dataset.dta,,https://sites.google.com/site/joelsawatselway/CROSS-CUTTING-CLEAVAGES-DATA/Aug%202013%20Includes%20155%20Country%20Dataset.xls?attredirects=0&d=1,,,country,,,10.1093/pan/mpq036,1902.1/15162,20180405,
Crowd Counting Consortium Dataset,protest,https://github.com/nonviolent-action-lab/crowd-counting-consortium,"protest, riots, strikes, nonviolent action",US,0,0,0,0,1,2017,2022,online,no,,,https://raw.githubusercontent.com/nonviolent-action-lab/crowd-counting-consortium/master/ccc_compiled.csv,,,,,,,,,,,20220617,
Cultural Pathways to Economic Self-Sufficiency and Entrepreneurship,citizens,https://doi.org/10.4232/1.13042,"labour and employment, demography and population, education, society and culture, health, politics, psychology, social welfare policy and systems, social stratification and groupings, economics",,0,0,1,0,1,2016,2016,online,yes,,,,,,,,,CCODE,,,10.1057/s41304-018-0186-3,10.4232/1.13042,20180928,
Culture of cooperation and inclusive political institutions,economics,https://doi.org/10.1016/j.dib.2019.104731,"culture of cooperation, inclusive political institutions",,0,0,1,0,1,1000,1600,online,no,,,,,,,,,Country,Year,,10.1016/j.dib.2019.104731,10.1016/j.dib.2019.104731,20191127,
Danish General Election Results,elections,https://github.com/Straubinger/folketingsvalg,parliament,DK,0,0,0,0,1,1953,2019,online,no,,,,,,,,,,,,,,20220704,
Danish Legislator Database,parties and politicians,https://doi.org/10.7910/DVN/4SFNC0,"parliaments, legislators, historical data, political elites",DK,0,0,0,0,1,1849,2022,online,no,,,,,,,,,,,,10.1016/j.electstud.2023.102624,10.7910/DVN/4SFNC0,20230613,
Danish National Election Study,citizens,https://www.sa.dk/da/forskning-rigsarkivet/benyt-surveydata/valgundersoegelsen/,"political attitudes, voting behavior, political participation, socio-demographic characteristics",DK,0,0,0,0,1,1971,2019,online,no,,,,,,,,,,,,,,20210703,
Data on washingtonpost.com alerts,media,https://github.com/dwillis/wapo-alerts,"notifications, journalism",,0,0,0,0,1,2024,2024,online,no,,,,,,,,,,,,,,20240330,
Database of Masculine and Feminine Words,other,https://doi.org/10.1177%2F1065912919874883,"gender, language, politics, Republicans, Democrats",,0,0,0,0,1,2018,2018,online,no,,,,,,,,,,,,10.1177/1065912919874883,,20190919,
Database of Political Institutions,political institutions,https://www.iadb.org/en/research-and-data/dpi2020,"political system, legislature, vote threshold, representation",,1,1,1,1,1,1975,2020,online,no,,,,,,,,,year,countryname,,,,20210406,
Database of Sub-national Economic Output,economics,https://doi.org/10.1038/s41597-023-02323-8,"economic development, inequality, economic growth",,1,1,1,1,1,1953,2020,online,no,CC-BY-4.0,,,,,,,,country,year,,10.1038/s41597-023-02323-8,10.5281/zenodo.7573249,20240120,
"Database on Ideology, Money in Politics, and Elections",elections,https://data.stanford.edu/dime,"campaign finance records, election outcomes",US,0,0,0,0,1,1979,2020,online,no,,https://dataverse.harvard.edu/file.xhtml?fileId=2865308&version=2.2,,,,,,,,fecyear,,,,20230913,
Database on Suicide Attacks,international relations,https://cpost.uchicago.edu/research/suicide_attacks/database_on_suicide_attacks/,"suicide attacks, victims, campaign, weapon, target type",,1,1,1,1,1,1974,2019,online,no,,https://d3qi0qp55mx5f5.cloudfront.net/cpost/i/docs/dsat_codebook_2020_10.pdf,,,,https://d3qi0qp55mx5f5.cloudfront.net/cpost/i/docs/dsat_dist_2020_10.xlsx,,,admin0_txt,date_year,admin0_cow_id,,,20221205,
De Facto States in International Politics,international relations,https://doi.org/10.1080/03050629.2014.915543,"civil war, conflict, failed states, peace, peacekeeping, peacebuilding, security",,1,1,1,1,0,1949,2011,online,no,,,,,,,,,parent,year,,10.1080/03050629.2014.915543,10.7910/DVN/29340,20191209,
Deadly Electoral Conflict Dataset,international relations,https://ucdp.uu.se/downloads/index.html#deco,"electoral violence, civil war, event data, elections",,1,1,1,1,1,1989,2017,online,no,,https://ucdp.uu.se/downloads/deco/DECO_codebook_1.0.pdf,,,,,,,country,year,,10.1177/00220027211021620,,20210619,
Debates in the Council of the European Union,political speeches and debates,https://wratil.eu/projects,"council, European Union",,0,0,1,0,1,2010,2015,online,no,,,,,,,,https://journals.sagepub.com/doi/suppl/10.1177/1465116519839152/suppl_file/Supplemental_Material1.zip,,,,10.1177/1465116519839152,,20190419,
Democracy Barometer,democracy,https://democracybarometer.org/data-and-documentation/,"democracy, freedom, control, equality",,1,1,1,1,1,1990,2017,online,no,,https://democracybarometerorg.files.wordpress.com/2020/11/codebook_1990-2017_version_homepage.pdf,,,,https://democracybarometerorg.files.wordpress.com/2020/09/db_data_2020_all_data_standardised.xlsx,,,Country,Year,,,,20220822,
Democracy Cross-National Data,democracy,https://www.pippanorris.com/data,"democracy, governance, media, human rights",,1,1,1,1,1,1994,2020,online,no,,,,,,,,,Nation,Year,CCodeCow,,,20220907,
Democracy Fund Voter Study Group,citizens,https://www.voterstudygroup.org/data,"political attitudes, voting behavior, political participation, socio-demographic characteristics",US,0,0,0,0,1,2016,2017,online,no,,,,,,,,,,,,,,20180430,
Democracy/Autocracy Data Set,democracy,https://hdl.handle.net/1902.1/18836,"democracy, autocracy, regime type",,1,1,1,1,1,1954,2010,online,no,,,,,,,,,Country,EventYear,,10.1080/13510340701303196,1902.1/18836,20180523,
Democratic Accountability and Citizen-Politician Linkages,democracy,https://sites.duke.edu/democracylinkage/data/,"democracy, party policy",,1,1,1,1,1,2008,2009,online,yes,,https://sites.duke.edu/democracylinkage/files/2014/12/DALP_Codebook_2014-04_01.pdf,,,,,,,country,,,,,20221021,
Democratic Diffusion,democracy,https://www3.nd.edu/~mcoppedg/crd/datacrd.htm,"democracy, diffusion, democratization, regime",,1,1,1,1,1,1973,1996,online,no,,https://www3.nd.edu/~mcoppedg/crd/code%20book4Web.doc,,https://www3.nd.edu/~mcoppedg/crd/BrinksCoppedgeCPS06Replication.dta,,,,,country,year,,10.1177/0010414005276666,,20180603,
Democratic Electoral Systems,elections,http://mattgolder.com/elections,"electoral systems, party systems",,1,1,1,1,1,1945,2021,online,no,,http://mattgolder.com/files/research/es_v4_codebook.pdf,,,,,,http://mattgolder.com/files/research/es_data-v4.zip,country,year,,10.1016/j.electstud.2022.102487,,20220711,
Design of Trade Agreements Database,economics,https://www.designoftradeagreements.org/downloads/,"trade, trade agreement, investment, markets, competition",,1,1,1,1,1,1948,2018,online,no,,,https://www.designoftradeagreements.org/media/filer_public/c9/bb/c9bba276-512f-4dac-aa1e-685915aebd3d/list_of_treaties_01_05.csv,,,,,,,year,,10.1007/s11558-013-9179-8,,20200219,
Disaggregated defense spending,international relations,https://doi.org/10.1177/00223433231215785,"equipment spending, personnel spending, operating spending, infrastructure spending",,0,0,1,0,1,1965,2021,forthcoming,,,,,,,,,,,,,10.1177/00223433231215785,,20240312,
Disaggregated Military Expenditure,international relations,http://pages.ucsd.edu/~egartzke/datasets.htm,"military defense, peacetime, rivalry, civil wars, military alliances",,1,1,1,1,1,1950,1997,online,no,,http://pages.ucsd.edu/~egartzke/data/milcapstock_codebook.pdf,,,,,,http://pages.ucsd.edu/~egartzke/data/milcapstock.zip,state,year,cowid,10.1111/0020-8833.00210,,20180528,
Disclosure by Politicians,political institutions,http://mba.tuck.dartmouth.edu/pages/faculty/rafael.laporta/publications.html,financial disclosure,,1,1,1,1,1,2010,2010,online,no,,http://mba.tuck.dartmouth.edu/pages/faculty/rafael.laporta/docs/Disclosure_by_Politicians_AEJAPP_final.pdf,,,,http://mba.tuck.dartmouth.edu/pages/faculty/rafael.laporta/docs/Transparency_Data_ForWeb_jan28_2009.xls,,https://www.aeaweb.org/aej/app/data/2009-0187_data.zip,cname_wb_law,,,10.1257/app.2.2.179,,20180521,
Displacement Locations,international relations,https://github.com/global-displacement-locations/displacement_locations_unhcr,"refugee, asylum",,1,1,1,1,1,1990,2018,online,no,,,https://github.com/global-displacement-locations/displacement_locations_unhcr/raw/main/displacement_locations_unhcr.csv,,,,,,Country,,,10.1017/S0003055421000502,,20210707,
Dissent Scores,protest,https://doi.org/10.7910/DVN/CL4CA8,"dissent, protest, events data",,1,1,1,1,1,1990,2004,online,no,CC0-1.0,,,,,,,,country_name,year,,10.31235/osf.io/dw7np,10.7910/DVN/CL4CA8,20240518,
Distribution of Military Capabilities,international relations,https://www.militarycapabilities.com/data,"military equipment, military capability",,1,1,1,1,1,1970,2014,online,no,,,,,,,,,country,year,,10.1093/isq/sqad081,,20231003,
Domestic Terrorist Victims dataset,international relations,https://doi.org/10.7910/DVN/HJHGYA,"political violence, target selection, terrorism, victims",,0,0,0,0,1,1965,2005,online,no,,,,,,,,,country,year,,10.1177/0022343310392890,10.7910/DVN/HJHGYA,20201219,
Dutch Parliamentary Electoral Studies,citizens,http://www.dpes.nl/en/,"Political attitudes, voting behavior, political participation, socio-demographic characteristics",NL,0,0,0,0,1,1971,1998,online,yes,,,,,,,,,,,,,,20180331,
Dutch Parliamentary Voting Dataset,cabinets and parliaments,https://doi.org/10.7910/DVN/UXIBNO,"parliament, parliamentary voting behaviour",NL,0,0,0,0,1,1922,2022,online,no,,,,,,,,,,,,10.7910/DVN/UXIBNO,10.1057/s41269-017-0042-4,20221021,
Economic Freedom of the World,economics,https://www.fraserinstitute.org/economic-freedom/dataset,"economic freedom, government size, property rights, freedom to trade, regulation",,1,1,1,1,1,1970,2020,online,no,,,,,,,,,Countries,Year,,,,20221023,
Economic Policy Uncertainty Index,economics,http://policyuncertainty.com/all_country_data.html,"policy uncertainty, economic policy",,1,1,1,1,1,1985,2023,online,no,,,,,,,,,,Year,,,,20230607,
Education Policies and Systems across Modern History,policy,https://v-dem.net/media/publications/wp_138.pdf,"education, education policy, regime type, democratization",,1,1,1,1,1,1789,2020,online,"no, mail request",,,,,,,,,,,,,,20230530,
Eggers and Spirling British Political Development database,elections,https://github.com/ArthurSpirling/EggersSpirlingDatabase,"roll call votes, election returns, speeches",GB,0,0,0,0,1,1802,2010,online,no,,,,,,,,https://www.dropbox.com/s/keo1a6ekqqxg8m0/csv_archive_20150607.zip,,,,10.1111/lsq.12059,,20190820,
Elected LGBTQ Officials,parties and politicians,https://queerpolitics.princeton.edu/data,"LGBTQ, gender, sexuality",,1,1,1,1,1,1972,2022,online,no,,,,,,,,,COUNTRY,Year First Elected/Appointed,,,,20220513,
Electoral Contention and Violence,international relations,https://ecavdata.org/,"electoral contention, nonviolent acts, violent acts, electoral process",,1,1,1,1,1,1990,2012,online,request form,,https://www.dropbox.com/s/0348i7oady3sn54/Electoral%20Contention%20and%20Violence%20%28ECAV%29%20Codebook_Version%201.pdf?dl=0,,,,,,,Country,,,,,20181127,
Electoral Law Indicators,political institutions,http://globalcit.eu/electoral-law-indicators/,"voting rights, candidacy rights, citizenship, elections, democracy",,1,1,1,1,1,2013,2015,online,no,,http://globalcit.eu/wp-content/uploads/2019/03/ELECLAW_explanatory_paper_version_5_1.pdf,http://globalcit.eu/wp-content/uploads/2019/03/MAC_ELECLAW_version5_1_MasterFile_Mar2019.csv,,,http://globalcit.eu/wp-content/uploads/2019/03/ELECLAW_version5_1_MasterFile_Mar2019.xlsx,,,Country,Year,,10.1057/s41304-019-00202-8,,20190628,
Electoral Legislation by Country,constitutions,https://doi.org/10.7910/DVN/TIH5FK,"electoral law, electoral management",,1,1,1,1,1,2020,2023,online,no,,,,,,,,,,,,,10.7910/DVN/TIH5FK,20231005,
Electoral Management Survey,elections,https://www.electoralintegrityproject.com/electoralmanagementsurvey,"election management, electoral integrity",,1,1,1,1,1,2017,2021,online,no,,,,,,,,,Country,,,,10.7910/DVN/Z7XVMC,20231004,
Electoral System Design Database,political institutions,https://www.idea.int/data-tools/data/electoral-system-design,"electoral system, legislative size, president",,1,1,1,1,1,1965,2021,online,no,,,,,,,,,Country,Year,,,,20210312,
Electoral Systems and the Personal Vote,democracy,https://doi.org/10.7910/DVN/AMRXJA,electoral systems,,1,1,1,1,1,1978,2005,online,no,,,,,,,,,country,year,,10.7910/DVN/AMRXJA,,20221025,
Electoral Volatility and its internal components in Western Europe,elections,https://cise.luiss.it/cise/dataset-of-electoral-volatility-and-its-internal-components-in-western-europe-1945-2015/,"electoral volatility, party system institutionalization, party system regeneration",,1,1,1,1,1,1945,2023,online,no,CC-BY-4.0,,,,,,,,Country,Election_Year,,,10.7802/1112,20231129,
Electoral Volatility in the European Parliament elections,elections,https://cise.luiss.it/cise/dataset-of-electoral-volatility-in-the-european-parliament-elections-since-1979/,"European Parliament, volatility",,0,0,1,0,1,1979,2014,online,no,,https://cise.luiss.it/cise/wp-content/uploads/downloads/2019/05/Codebook1.pdf,,,,https://cise.luiss.it/cise/wp-content/uploads/downloads/2019/05//Dataset-of-Electoral-Volatility-and-its-internal-components-in-the-European-Parliament-elections-since-1979.xlsx,,,Country,Election_year,,,,20190520,
Energy Policy Tracker,environment,https://www.energypolicytracker.org/region/g20/,"policies, energy, sectors, gas, oil, wind",,1,1,1,1,1,2020,2020,online,no,,,,,,,,,Country,,,,,20200802,
Environmental Performance Index,environment,http://epi.yale.edu/downloads,"environment, climate",,1,1,1,1,1,2022,2022,online,no,,,https://epi.yale.edu/downloads/epi2022results05302022.csv,,,,,,country,,,,,20221025,
EPRG MEP Surveys,parties and politicians,https://mepsurvey.eu/data-objects/data/,"legislative behaviour, political attitudes",,0,0,1,0,1,2000,2015,online,"no, password request",,,,,,,,,,,,,,20221117,
Estonian National Election Study,citizens,http://www.enes.ee/,,EE,0,0,1,0,0,2003,2011,online,application,,http://static1.1.sqspcdn.com/static/f/1085277/20272216/1347606936497/ENES_2011_codebook.pdf,,,,,,,,,,,,20181122,
Ethnic Power Relations,other,http://www.columbia.edu/~aw2951/Datasets.html,"ethnic groups, state power",,1,1,1,1,1,1946,2010,online,no,,http://www.columbia.edu/~aw2951/AppendixEthnicPolitics.pdf,,http://www.columbia.edu/~aw2951/EPR3CountryNewReduced.dta,,http://www.columbia.edu/~aw2951/eprnew301.xlsx,,,country_name,year,cowcode,,,20221117,
Ethnonationalism in Party Competition,parties and politicians,http://christinazuber.com/data/,"ethnicity, party competition",,0,0,1,0,1,2007,2016,online,registration,,http://christinazuber.com/wordpress/wp-content/uploads/2013/02/EPAC-2011_2017-Codebook.pdf,,,,,,,country_name,elecyear,,,10.1177/1354068812462927,20190112,
EUI-YouGov survey on Solidarity in Europe,citizens,https://cadmus.eui.eu//handle/1814/67584,"governments, democracy, EU, ideology, solidarity",,0,0,1,0,1,2020,2020,online,no,,,,,,,,,,,,,1814/67584,20200725,
EUPROPS,policy,https://doi.org/10.1177/14651165231202034,"decision-making, EU politics, policy-making",,0,0,1,0,1,1958,2021,online,no,,,,,,,,,,,,10.1177/14651165231202034,,20231003,
Eurobarometer,citizens,https://europa.eu/eurobarometer/,"European Union, political attitudes",,0,0,1,0,1,1973,2022,online,yes,,,,,,,,,,,,,,20220722,
Europe Elects,citizens,https://europeelects.eu/data/,"opinion polls, parties",,0,0,1,0,1,2018,2020,online,no,,,,,,,,,,,,,,20200723,
European Central Bank: Speeches data,political speeches and debates,https://www.ecb.europa.eu/press/key/html/downloads.en.html,"central bank, communication, speeches",,0,0,0,0,1,1997,2019,online,no,,,,,,,,,,,,,,20191015,
European Mood,citizens,https://tinetteschnatterer.com/projects/eu-mood/,"EU support, public opinion, mood",,0,0,1,0,1,1973,2014,online,no,,,,,,,,,,,,10.1017/S0007123416000776,10.7910/DVN/V42M9J,20190616,
European NUTS-Level Election Database,elections,https://eu-ned.com/,"NUTS, subnational, regions",,0,0,1,0,1,1990,2020,online,no,,,,,,,,,country,year,,10.1177/13540688221083553,10.7910/DVN/IQRYP5,20220422,
European Opinion Polls as Open Data,citizens,https://github.com/filipvanlaenen/eopaod,"opinion polls, parties",,0,0,1,0,1,2014,2021,online,no,,,,,,,,,,,,,,20210119,
European Protest and Coercion Data,protest,http://web.ku.edu/~ronfrand/data/index.html,"protest, coercion",,0,0,1,0,1,1980,1995,online,no,,http://web.ku.edu/~ronfrand/data/codebook.txt,,,,,,,,,,,,20181108,
European Quality of Life,citizens,https://www.eurofound.europa.eu/surveys/european-quality-of-life-surveys,"trust, well-being, quality of life",,0,0,1,0,1,2003,2016,online,yes,,,,,,,,,,,,,,20221117,
European Representative Democracy,cabinets and parliaments,https://erdda.org/erd/data-archive/,"cabinets, seats",,0,0,1,0,1,1945,2010,online,no,,https://erdda.se/datafiles/erd/ERD%20-%20e%20Codebook.pdf,https://erdda.se/datafiles/erd/ERD%20e%202020%20no%20labels.csv,https://erdda.se/datafiles/erd/ERD%20e%202020%20no%20labels.dta,,https://erdda.se/datafiles/erd/ERD%20e%202020%20no%20labels.xlsx,,,,,,,,20221119,
European Social Survey,citizens,http://www.europeansocialsurvey.org/,"media and social trust, subjective well-being, human values, immigration, citizen involvement, health and care, economic morality, family work and well-being, timing of life, personal well-being, welfare attitudes, ageism, justice, democracy, social inequalities in health, public attitudes to climate change",,0,0,1,0,1,2002,2019,online,registration,,,,,,,,,,,,,,20191101,
European Values Study,citizens,http://www.europeanvaluesstudy.eu/,"political attitudes, voting behavior, political participation, socio-demographic characteristics",,0,0,1,0,1,1981,2021,online,registration,,,,,,,,,,,,,,20221120,
EUSpeech,political speeches and debates,https://doi.org/10.7910/DVN/XPCVEI,"leader speeches, text data, EU",,0,0,1,0,1,2007,2015,online,no,,,,,,,,,,,,10.5167/uzh-207932,10.7910/DVN/XPCVEI,20221128,
Every Politician,parties and politicians,http://everypolitician.org/countries.html,"dates of birth, twitter handles, political group memberships, email addresses, honorific titles, image URLs",,1,1,1,1,1,1920,2018,online,no,,,,,,,,,,,,,,20180927,
Evolution of European Union Law,political institutions,https://www.dropbox.com/sh/cad53vd1zf6vdts/AABc5VuwvNSrxEFjJOrei9f8a?dl=0,"European Union law, legislative override, network data",,0,0,1,0,1,1951,2015,online,no,,,,,,,,,,,,10.1177/1465116519842947,,20190522,
Executive Approval Database,citizens,http://www.executiveapproval.org/datasets-1/,executive approval,,1,1,1,1,1,1938,2019,online,no,,,,,,,,,Country,year,,,,20190826,
Expanded Trade and GDP Data,economics,http://ksgleditsch.com/exptradegdp.html,"GDP, trade flow",,1,1,1,1,1,1948,2011,online,no,,,,,,,,,,,,10.1177/0022002702046005006,,20220704,
Extended State History Index,other,https://sites.google.com/site/econolaols/extended-state-history-index,state history,,1,1,1,1,1,-4000,2000,online,no,,https://drive.google.com/file/d/1t5p1USIivXK-38urc2d5Fx7X5rHTzxzQ/view?usp=sharing,,,,https://drive.google.com/file/d/1OExJ70t0YBzlV1vhUE11bbQTW8tJH7cW/view?usp=sharing,,,Country,,,10.1007/s10887-017-9152-0,,20221128,
Extraterritorial Voting Rights and Restrictions Dataset,political institutions,https://www.evrrdataset.com/,"elections, migration, diaspora, electoral systems, democratization, representation, voting rights",,1,1,1,1,1,1950,2020,online,no,,,,,,,,,country,year,,10.1177/00104140221115169,10.7910/DVN/DIJQ3H,20220808,
Federico-Tena World Trade Historical Database,economics,https://www.uc3m.es/ss/Satellite/UC3MInstitucional/es/TextoMixta/1371246237481/Federico-Tena_World_Trade_Historical_Database,world trade,,1,1,1,1,1,1800,1938,online,no,,https://e-archivo.uc3m.es/bitstream/handle/10016/26605/world_EHES_93_2016.pdf,,,,,,,,,,,,20180729,
Financial Development and Structure Dataset,economics,https://www.worldbank.org/en/publication/gfdr/data/financial-structure-database,"financial sector, financial institutions",,1,1,1,1,1,1960,2017,online,no,,,,,,http://pubdocs.worldbank.org/en/855381572291532619/Financial-Structure-Database-2019-10-18.xlsx,,,country,year,,,,20200220,
Financial Reform Database,economics,https://sawaomori.jpn.org/data/,"credit control, interest rate, banking sector",,1,1,1,1,1,1973,2013,online,no,,,,,,,,,country,year,,10.1093/jfr/fjac008,,20230527,
Financing the State,economics,https://www.perfandersson.com/data.html,"central government revenues, tax revenue",,1,1,1,1,1,1800,2012,online,no,,https://www.perfandersson.com/uploads/1/2/7/5/127505228/govrev_codebook_v2.0.pdf,,https://www.perfandersson.com/uploads/1/2/7/5/127505228/govrev_v2.dta,,,,,country,year,,,,20191205,
Finnish National Election Study,citizens,https://www.vaalitutkimus.fi/en/,,,0,0,0,0,1,2003,2015,online,yes,,,,,,,,,,,,,,20181122,
Fiscal Crisis Episodes,economics,https://www.imf.org/en/Publications/WP/Issues/2017/04/03/Fiscal-Crises-44795,"economic growth, financial crises, fiscal policy, sovereign debt",,1,1,1,1,1,1970,2015,online,no,,,,,,,,,country,year,,,,20190109,
FiveThirtyEight polls,citizens,https://projects.fivethirtyeight.com/polls/,"presidential primary polls, presidential general election polls, Senate polls, House polls, gubernatorial polls, presidential approval polls, generic congressional ballot polls",US,0,0,0,0,1,2019,2020,online,no,,,,,,,,,,,,,,20200730,
FiveThirtyEight's Pollster Ratings,citizens,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,opinion polls,US,0,0,0,0,1,1998,2018,online,no,,,https://raw.githubusercontent.com/fivethirtyeight/data/master/pollster-ratings/raw-polls.csv,,,,,,,,,,,20180530,
Forcibly Displaced Populations,international relations,http://www.systemicpeace.org/inscrdata.html,"refugees, internally displaced persons",,1,1,1,1,1,1964,2008,online,no,,,,,http://www.systemicpeace.org/inscr/FDP2008a.sav,http://www.systemicpeace.org/inscr/FDP2008a.xls,,,country,year,,,,20221202,
Foreign Fighter Observation Set,international relations,https://hegghammer.com/resources/,foreign fighters,,0,1,1,0,1,1980,2010,online,no,,,,,,https://hegghammer.files.wordpress.com/2019/08/western-foreign-fighters-observation-set.xlsx,,,From,,,10.1017/S0003055412000615,,20210625,
Foreign Minister Dataset,cabinets and parliaments,http://www.stanceatlund.org/foreign-minister-dataset.html,foreign minister,,0,1,1,0,1,1777,2017,online,no,,http://www.stanceatlund.org/uploads/4/6/2/0/46202583/foreign_ministers_codebook_4.1.pdf,http://www.stanceatlund.org/uploads/4/6/2/0/46202583/allcountriesfinal_version.csv,http://www.stanceatlund.org/uploads/4/6/2/0/46202583/allcountriesfinal_version.dta,,,,,country_name,fminyear,,10.1093/fpa/oraa024,,20210306,
